collision_policy,n_agents,n_arms,agent_to_arm_ratio,arms_per_agent,std,epsilon,seed,steps,group_total_reward,mean_agent_reward,collision_rate,reward_inequality
full_value,100,100,1.0,1,1.0,0.03,33,1000,1010517.9764726246,10105.179764726247,1.0,898.0804771259087
full_value,100,100,1.0,1,1.0,0.03,34,1000,1016856.0456835498,10168.560456835497,1.0,762.8051909407011
full_value,100,100,1.0,1,1.0,0.03,35,1000,1025471.7036081637,10254.717036081638,1.0,756.4752057260459
full_value,100,100,1.0,1,1.0,0.03,36,1000,1011224.8574963253,10112.248574963252,1.0,960.1243659233094
full_value,100,100,1.0,1,1.0,0.03,37,1000,1010726.7408514905,10107.267408514905,1.0,821.6196978759068
full_value,100,100,1.0,1,1.0,0.03,38,1000,1015893.9263236972,10158.939263236973,1.0,790.9221216412258
full_value,100,100,1.0,1,1.0,0.03,39,1000,1018986.7222424526,10189.867222424526,1.0,872.713966708326
full_value,100,100,1.0,1,1.0,0.03,40,1000,1020258.6913204371,10202.586913204372,1.0,883.8442490103944
full_value,100,100,1.0,1,1.0,0.03,41,1000,1009170.4684422285,10091.704684422286,1.0,890.1728515356281
full_value,100,100,1.0,1,1.0,0.03,42,1000,1009659.5433743094,10096.595433743094,1.0,894.618174942236
full_value,100,100,1.0,1,1.0,0.03,43,1000,1019539.9887121355,10195.399887121355,1.0,844.3913979830804
full_value,100,100,1.0,1,1.0,0.03,44,1000,1024934.8075104558,10249.348075104559,1.0,838.8959354281022
full_value,100,100,1.0,1,1.0,0.03,45,1000,1023102.018883447,10231.02018883447,1.0,739.1360490804391
full_value,100,100,1.0,1,1.0,0.03,46,1000,1015457.3273260825,10154.573273260825,1.0,758.4936490567131
full_value,100,100,1.0,1,1.0,0.03,47,1000,1024772.878177636,10247.728781776359,1.0,829.9329613468587
full_value,100,100,1.0,1,1.0,0.03,48,1000,1009172.7999242098,10091.727999242099,1.0,809.5270690718156
full_value,100,100,1.0,1,1.0,0.03,49,1000,1011188.5747703128,10111.885747703127,1.0,727.8636176655943
full_value,100,100,1.0,1,1.0,0.04,0,1000,1043700.8969956108,10437.008969956109,1.0,743.0941503026024
full_value,100,100,1.0,1,1.0,0.04,1,1000,1036913.8473257541,10369.13847325754,1.0,626.8455375375634
full_value,100,100,1.0,1,1.0,0.04,2,1000,1050247.5034963074,10502.475034963074,1.0,622.995660648656
full_value,100,100,1.0,1,1.0,0.04,3,1000,1041168.605995599,10411.68605995599,1.0,645.454580281442
full_value,100,100,1.0,1,1.0,0.04,4,1000,1027744.2661327388,10277.442661327388,1.0,638.5432596966115
full_value,100,100,1.0,1,1.0,0.04,5,1000,1043325.3565661722,10433.253565661722,1.0,609.3272720512311
full_value,100,100,1.0,1,1.0,0.04,6,1000,1044953.9404705557,10449.539404705556,1.0,642.0256714481401
full_value,100,100,1.0,1,1.0,0.04,7,1000,1047223.648129805,10472.23648129805,1.0,673.2508943746693
full_value,100,100,1.0,1,1.0,0.04,8,1000,1048013.5191200365,10480.135191200365,1.0,630.2953587472056
full_value,100,100,1.0,1,1.0,0.04,9,1000,1049362.4361397005,10493.624361397005,1.0,717.8307336653373
full_value,100,100,1.0,1,1.0,0.04,10,1000,1053364.9825133032,10533.649825133032,1.0,624.2317655486358
full_value,100,100,1.0,1,1.0,0.04,11,1000,1040028.8885358048,10400.288885358048,1.0,560.4425946971098
full_value,100,100,1.0,1,1.0,0.04,12,1000,1033399.5035715004,10333.995035715005,1.0,641.9702988509481
full_value,100,100,1.0,1,1.0,0.04,13,1000,1032999.89988665,10329.9989988665,1.0,719.4781952009978
full_value,100,100,1.0,1,1.0,0.04,14,1000,1046520.93884539,10465.209388453899,1.0,612.7611518750906
full_value,100,100,1.0,1,1.0,0.04,15,1000,1041102.2634620697,10411.022634620696,1.0,609.3859566931837
full_value,100,100,1.0,1,1.0,0.04,16,1000,1041967.1981663151,10419.67198166315,1.0,566.3287155842974
full_value,100,100,1.0,1,1.0,0.04,17,1000,1044964.9303797444,10449.649303797443,1.0,681.4201081011025
full_value,100,100,1.0,1,1.0,0.04,18,1000,1041903.1069980493,10419.031069980492,1.0,555.1877278473007
full_value,100,100,1.0,1,1.0,0.04,19,1000,1036315.352396028,10363.15352396028,1.0,609.1298864658812
full_value,100,100,1.0,1,1.0,0.04,20,1000,1046589.5389034996,10465.895389034997,1.0,559.7357013063087
full_value,100,100,1.0,1,1.0,0.04,21,1000,1043295.4391890244,10432.954391890244,1.0,742.2092345373766
full_value,100,100,1.0,1,1.0,0.04,22,1000,1036414.3998135364,10364.143998135365,1.0,687.9673265109941
full_value,100,100,1.0,1,1.0,0.04,23,1000,1046778.5014778742,10467.785014778743,1.0,557.124441985903
full_value,100,100,1.0,1,1.0,0.04,24,1000,1031990.9938671881,10319.90993867188,1.0,705.1364594449008
full_value,100,100,1.0,1,1.0,0.04,25,1000,1055484.9927551954,10554.849927551953,1.0,570.5749402856751
full_value,100,100,1.0,1,1.0,0.04,26,1000,1043235.5033441159,10432.35503344116,1.0,672.3717633070787
full_value,100,100,1.0,1,1.0,0.04,27,1000,1032502.2613172303,10325.022613172303,1.0,712.2983571510571
full_value,100,100,1.0,1,1.0,0.04,28,1000,1037684.5097851942,10376.845097851941,1.0,657.8568629300476
full_value,100,100,1.0,1,1.0,0.04,29,1000,1034579.8899663148,10345.798899663148,1.0,792.5757919644625
full_value,100,100,1.0,1,1.0,0.04,30,1000,1047872.9027903297,10478.729027903297,1.0,583.2983812116937
full_value,100,100,1.0,1,1.0,0.04,31,1000,1031232.2092254144,10312.322092254144,1.0,657.3487455642226
full_value,100,100,1.0,1,1.0,0.04,32,1000,1054641.2164822621,10546.412164822621,1.0,568.0945081887871
full_value,100,100,1.0,1,1.0,0.04,33,1000,1036144.6794341886,10361.446794341886,1.0,631.6016292723464
full_value,100,100,1.0,1,1.0,0.04,34,1000,1043179.1991980232,10431.791991980232,1.0,589.8250449097856
full_value,100,100,1.0,1,1.0,0.04,35,1000,1042309.5177967339,10423.09517796734,1.0,792.6853348209484
full_value,100,100,1.0,1,1.0,0.04,36,1000,1042285.99327418,10422.8599327418,1.0,582.4922939562407
full_value,100,100,1.0,1,1.0,0.04,37,1000,1047188.421726482,10471.88421726482,1.0,661.8823938704377
full_value,100,100,1.0,1,1.0,0.04,38,1000,1049713.0704839798,10497.130704839798,1.0,637.4801655403054
full_value,100,100,1.0,1,1.0,0.04,39,1000,1050732.872947512,10507.328729475119,1.0,584.8459699474015
full_value,100,100,1.0,1,1.0,0.04,40,1000,1043059.1122412761,10430.591122412761,1.0,628.8808913564872
full_value,100,100,1.0,1,1.0,0.04,41,1000,1044593.4114603021,10445.93411460302,1.0,541.0972377945745
full_value,100,100,1.0,1,1.0,0.04,42,1000,1032988.921833102,10329.88921833102,1.0,660.9347609528561
full_value,100,100,1.0,1,1.0,0.04,43,1000,1043828.2905957793,10438.282905957793,1.0,674.6285728161962
full_value,100,100,1.0,1,1.0,0.04,44,1000,1036915.2627890707,10369.152627890708,1.0,632.936232603964
full_value,100,100,1.0,1,1.0,0.04,45,1000,1046308.7206950149,10463.08720695015,1.0,628.7111376265796
full_value,100,100,1.0,1,1.0,0.04,46,1000,1042845.4068730292,10428.454068730292,1.0,593.5643014422172
full_value,100,100,1.0,1,1.0,0.04,47,1000,1053291.299558984,10532.91299558984,1.0,627.8626225562142
full_value,100,100,1.0,1,1.0,0.04,48,1000,1034116.9808462809,10341.16980846281,1.0,696.2409116590835
full_value,100,100,1.0,1,1.0,0.04,49,1000,1043663.6880628059,10436.636880628059,1.0,594.0631233925008
full_value,100,100,1.0,1,1.0,0.05,0,1000,1061556.9959214637,10615.569959214637,1.0,547.5632215971691
full_value,100,100,1.0,1,1.0,0.05,1,1000,1053870.4268371696,10538.704268371695,1.0,554.5058176886862
full_value,100,100,1.0,1,1.0,0.05,2,1000,1060162.0494382076,10601.620494382076,1.0,494.109210926583
full_value,100,100,1.0,1,1.0,0.05,3,1000,1050384.3056827006,10503.843056827005,1.0,471.30169371727345
full_value,100,100,1.0,1,1.0,0.05,4,1000,1045176.9571657161,10451.769571657162,1.0,567.9523470916989
full_value,100,100,1.0,1,1.0,0.05,5,1000,1055534.8355678641,10555.348355678641,1.0,542.3637317654428
full_value,100,100,1.0,1,1.0,0.05,6,1000,1059926.5137705668,10599.265137705668,1.0,486.6027675848831
full_value,100,100,1.0,1,1.0,0.05,7,1000,1056877.921279181,10568.779212791811,1.0,533.7756541929906
full_value,100,100,1.0,1,1.0,0.05,8,1000,1046573.0722535413,10465.730722535412,1.0,535.8659742342123
full_value,100,100,1.0,1,1.0,0.05,9,1000,1064569.4603681562,10645.694603681563,1.0,504.6861885979705
full_value,100,100,1.0,1,1.0,0.05,10,1000,1059681.5696084455,10596.815696084455,1.0,510.3323326880418
full_value,100,100,1.0,1,1.0,0.05,11,1000,1047588.0119469351,10475.880119469351,1.0,579.3979478110795
full_value,100,100,1.0,1,1.0,0.05,12,1000,1050187.4498540456,10501.874498540456,1.0,558.4785335419648
full_value,100,100,1.0,1,1.0,0.05,13,1000,1057198.9960035726,10571.989960035726,1.0,510.5218937334322
full_value,100,100,1.0,1,1.0,0.05,14,1000,1060238.2180097615,10602.382180097615,1.0,581.6252035370178
full_value,100,100,1.0,1,1.0,0.05,15,1000,1061812.4804385584,10618.124804385583,1.0,488.00411935144194
full_value,100,100,1.0,1,1.0,0.05,16,1000,1051801.4381711932,10518.014381711931,1.0,510.63195502203945
full_value,100,100,1.0,1,1.0,0.05,17,1000,1053769.3098186539,10537.693098186539,1.0,554.9041730919823
full_value,100,100,1.0,1,1.0,0.05,18,1000,1059317.2528172904,10593.172528172903,1.0,509.6758370834943
full_value,100,100,1.0,1,1.0,0.05,19,1000,1052516.804007272,10525.16804007272,1.0,550.8497744177266
full_value,100,100,1.0,1,1.0,0.05,20,1000,1061564.8383757947,10615.648383757947,1.0,557.5888671796978
full_value,100,100,1.0,1,1.0,0.05,21,1000,1052988.587516398,10529.88587516398,1.0,561.2488466153515
full_value,100,100,1.0,1,1.0,0.05,22,1000,1045366.6193575981,10453.666193575982,1.0,573.5974657271216
full_value,100,100,1.0,1,1.0,0.05,23,1000,1060426.3091240441,10604.263091240442,1.0,455.94814888064724
full_value,100,100,1.0,1,1.0,0.05,24,1000,1052816.374020775,10528.16374020775,1.0,503.9058209758794
full_value,100,100,1.0,1,1.0,0.05,25,1000,1068080.62766311,10680.8062766311,1.0,466.07184829076044
full_value,100,100,1.0,1,1.0,0.05,26,1000,1067263.1317584754,10672.631317584754,1.0,536.0506088456945
full_value,100,100,1.0,1,1.0,0.05,27,1000,1046441.9720567423,10464.419720567423,1.0,625.7304444780272
full_value,100,100,1.0,1,1.0,0.05,28,1000,1062987.9520500123,10629.879520500122,1.0,497.4468124367481
full_value,100,100,1.0,1,1.0,0.05,29,1000,1057239.9931139573,10572.399931139573,1.0,564.5411607627499
full_value,100,100,1.0,1,1.0,0.05,30,1000,1063218.4413148956,10632.184413148956,1.0,451.44299844098737
full_value,100,100,1.0,1,1.0,0.05,31,1000,1056765.9452518746,10567.659452518747,1.0,498.321690464321
full_value,100,100,1.0,1,1.0,0.05,32,1000,1060192.683795031,10601.92683795031,1.0,534.8149363141507
full_value,100,100,1.0,1,1.0,0.05,33,1000,1055357.8504042018,10553.578504042018,1.0,567.7650072842881
full_value,100,100,1.0,1,1.0,0.05,34,1000,1066160.970366049,10661.609703660492,1.0,500.13946049607114
full_value,100,100,1.0,1,1.0,0.05,35,1000,1060128.3373823874,10601.283373823873,1.0,476.45278766467453
full_value,100,100,1.0,1,1.0,0.05,36,1000,1053196.44636011,10531.9644636011,1.0,542.4193830868313
full_value,100,100,1.0,1,1.0,0.05,37,1000,1051354.124104862,10513.54124104862,1.0,618.6783521395216
full_value,100,100,1.0,1,1.0,0.05,38,1000,1049759.2898740706,10497.592898740706,1.0,603.4536148271359
full_value,100,100,1.0,1,1.0,0.05,39,1000,1055198.812677024,10551.988126770239,1.0,488.4223597672784
full_value,100,100,1.0,1,1.0,0.05,40,1000,1065716.2816269998,10657.162816269998,1.0,459.80113166093224
full_value,100,100,1.0,1,1.0,0.05,41,1000,1055559.1138352186,10555.591138352185,1.0,574.6407211726046
full_value,100,100,1.0,1,1.0,0.05,42,1000,1044627.1127299216,10446.271127299216,1.0,594.9579344005814
full_value,100,100,1.0,1,1.0,0.05,43,1000,1053700.991467722,10537.009914677219,1.0,532.5676841842799
full_value,100,100,1.0,1,1.0,0.05,44,1000,1063052.2601652434,10630.522601652434,1.0,548.1053068944856
